article,title
820389,Шоколад порционный Монетный двор горький (96 штук по 5 г)
832967,Шоколадные батончики Mars Minis 1 кг
820390,Шоколад порционный Монетный двор молочный (96 штук по 5 г)
450262,Шоколадный батончик Спринт 50 г
783928,Шоколад Merci молочный 100 г
784131,Шоколад Merci горький 100 г
640511,Шоколад Bucheron горький шоколад 100 г
366381,Шоколад After Eight темный с помадной начинкой со вкусом мяты 200 г
742382,Шоколадные батончики Mars Minis 2.7 кг
719302,Шоколад порционный горький Caffe Poli 5 г (250 штук в упаковке)
1478082,Шоколад Merci молочный Лесной орех и миндаль 100 г
409449,Шоколадный батончик Snickers 50.5 г
1439419,Шоколад порционный Деловой Стандарт Milk&Hazelnuts (80 штук по 5  г)
1439418,Шоколад порционный Деловой Стандарт Milk&Cookies (80 штук по 5 г)
684770,Шоколад Kinder Maxi (36 штук по 21 г)
684769,Шоколад Kinder со злаками (40 штук по 23.5 г)
719303,Шоколад порционный молочный Caffe Poli 5 г (250 штук в упаковке)
832966,Шоколадные батончики Bounty мини 1кг
765116,Шоколад Kinder Chocolate с молочной начинкой 50 г
422196,Шоколад Ritter Sport горький с цельным лесным орехом 100 г
1245233,Шоколадные батончики Kit Kat dark mini 169 г
429619,Шоколадный батончик Picnic 38 г
450264,Шоколадный батончик Зебра 40 г
987855,Шоколад Lindt Gold молочный с цельным фундуком 300 г
1439410,Шоколад порционный Аленка молочный (64 штуки по 20 г)
639084,Шоколад Lindt Excellence 70% какао 100 г
765117,Шоколад Kinder с молочной начинкой 100 г
1532395,Набор подарочный Первые цветы 930 г
1532404,Набор подарочный Мгновения весны 920 г
1532413,Набор подарочный Сияние чувств 690 г
1532433,Подарочная продуктовая корзина Магия весны 960 г
1532397,Набор подарочный И снова о любви 870 г
1532436,Подарочная продуктовая корзина Мечты сбываются 840 г
1532399,Набор подарочный Чувство пробуждения 1.12 кг
1532421,Подарочная продуктовая корзина Полет нежности 770 г
1532416,Набор подарочный Женское счастье 890 г
1532428,Подарочная продуктовая корзина Яркий букет 810 г
1532408,Набор подарочный Свет зари 570 г
1528185,Набор подарочный Sobranie №7 1.1 кг
1528187,Набор подарочный Sobranie №9 1.1 кг
1531930,Набор подарочный Бойцу на привале 0.97 кг
1531926,Набор подарочный Форвард 0.9 кг
1531931,Набор подарочный Мужской характер 1.27 кг
1531933,Набор подарочный Герои среди нас 1.27 кг
1531925,Набор подарочный Доблестный защитник 0.95 кг
1531927,Набор подарочный Романтичный герой 0.9 кг
